sigla,nome,mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
ICE,Confiança Empresarial (ICE),2010-04,,112.5,-2.299999999999997,,
ICE,Confiança Empresarial (ICE),2010-05,,113.0,0.5,,
ICE,Confiança Empresarial (ICE),2010-06,,112.5,-0.5,,
ICE,Confiança Empresarial (ICE),2010-07,,111.4,-1.0999999999999943,,
ICE,Confiança Empresarial (ICE),2010-08,,112.0,0.5999999999999943,,
ICE,Confiança Empresarial (ICE),2010-09,,112.0,0.0,,
ICE,Confiança Empresarial (ICE),2010-10,,112.8,0.7999999999999972,,
ICE,Confiança Empresarial (ICE),2010-11,,112.8,0.0,,
ICE,Confiança Empresarial (ICE),2010-12,,112.0,-0.7999999999999972,,
ICE,Confiança Empresarial (ICE),2011-01,,110.4,-1.5999999999999943,,
ICE,Confiança Empresarial (ICE),2011-02,,110.7,0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2011-03,,108.8,-1.9000000000000057,,
ICE,Confiança Empresarial (ICE),2011-04,,109.3,0.5,,
ICE,Confiança Empresarial (ICE),2011-05,,109.6,0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2011-06,,109.3,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2011-07,,109.3,0.0,,
ICE,Confiança Empresarial (ICE),2011-08,,107.2,-2.0999999999999943,,
ICE,Confiança Empresarial (ICE),2011-09,,105.6,-1.6000000000000085,,
ICE,Confiança Empresarial (ICE),2011-10,,105.1,-0.5,,
ICE,Confiança Empresarial (ICE),2011-11,,104.7,-0.3999999999999915,,
ICE,Confiança Empresarial (ICE),2011-12,,104.5,-0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2012-01,,103.3,-1.2000000000000028,,
ICE,Confiança Empresarial (ICE),2012-02,,103.3,0.0,,
ICE,Confiança Empresarial (ICE),2012-03,,104.2,0.9000000000000057,,
ICE,Confiança Empresarial (ICE),2012-04,,102.8,-1.4000000000000057,,
ICE,Confiança Empresarial (ICE),2012-05,,103.2,0.4000000000000057,,
ICE,Confiança Empresarial (ICE),2012-06,,102.3,-0.9000000000000057,,
ICE,Confiança Empresarial (ICE),2012-07,,102.9,0.6000000000000085,,
ICE,Confiança Empresarial (ICE),2012-08,,103.9,1.0,,
ICE,Confiança Empresarial (ICE),2012-09,,104.4,0.5,,
ICE,Confiança Empresarial (ICE),2012-10,,104.1,-0.30000000000001137,,
ICE,Confiança Empresarial (ICE),2012-11,,104.7,0.6000000000000085,,
ICE,Confiança Empresarial (ICE),2012-12,,104.0,-0.7000000000000028,,
ICE,Confiança Empresarial (ICE),2013-01,,103.0,-1.0,,
ICE,Confiança Empresarial (ICE),2013-02,,102.3,-0.7000000000000028,,
ICE,Confiança Empresarial (ICE),2013-03,,102.2,-0.09999999999999432,,
ICE,Confiança Empresarial (ICE),2013-04,,101.2,-1.0,,
ICE,Confiança Empresarial (ICE),2013-05,,102.9,1.7000000000000028,,
ICE,Confiança Empresarial (ICE),2013-06,,103.2,0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2013-07,,100.5,-2.700000000000003,,
ICE,Confiança Empresarial (ICE),2013-08,,101.0,0.5,,
ICE,Confiança Empresarial (ICE),2013-09,,102.0,1.0,,
ICE,Confiança Empresarial (ICE),2013-10,,101.5,-0.5,,
ICE,Confiança Empresarial (ICE),2013-11,,99.6,-1.9000000000000057,,
ICE,Confiança Empresarial (ICE),2013-12,,99.1,-0.5,,
ICE,Confiança Empresarial (ICE),2014-01,,97.2,-1.8999999999999915,,
ICE,Confiança Empresarial (ICE),2014-02,,97.2,0.0,,
ICE,Confiança Empresarial (ICE),2014-03,,97.7,0.5,,
ICE,Confiança Empresarial (ICE),2014-04,,95.7,-2.0,,
ICE,Confiança Empresarial (ICE),2014-05,,91.9,-3.799999999999997,,
ICE,Confiança Empresarial (ICE),2014-06,,91.7,-0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2014-07,,92.1,0.3999999999999915,,
ICE,Confiança Empresarial (ICE),2014-08,,91.1,-1.0,,
ICE,Confiança Empresarial (ICE),2014-09,,88.7,-2.3999999999999915,,
ICE,Confiança Empresarial (ICE),2014-10,,88.2,-0.5,,
ICE,Confiança Empresarial (ICE),2014-11,,87.0,-1.2000000000000028,,
ICE,Confiança Empresarial (ICE),2014-12,,86.7,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2015-01,,83.6,-3.1000000000000085,,
ICE,Confiança Empresarial (ICE),2015-02,,81.1,-2.5,,
ICE,Confiança Empresarial (ICE),2015-03,,75.0,-6.099999999999994,,
ICE,Confiança Empresarial (ICE),2015-04,,75.5,0.5,,
ICE,Confiança Empresarial (ICE),2015-05,,75.7,0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2015-06,,74.7,-1.0,,
ICE,Confiança Empresarial (ICE),2015-07,,73.6,-1.1000000000000085,,
ICE,Confiança Empresarial (ICE),2015-08,,72.1,-1.5,,
ICE,Confiança Empresarial (ICE),2015-09,,69.4,-2.6999999999999886,,
ICE,Confiança Empresarial (ICE),2015-10,,69.6,0.19999999999998863,,
ICE,Confiança Empresarial (ICE),2015-11,,71.0,1.4000000000000057,,
ICE,Confiança Empresarial (ICE),2015-12,,69.7,-1.2999999999999972,,
ICE,Confiança Empresarial (ICE),2016-01,,70.8,1.0999999999999943,,
ICE,Confiança Empresarial (ICE),2016-02,,69.4,-1.3999999999999915,,
ICE,Confiança Empresarial (ICE),2016-03,,69.9,0.5,,
ICE,Confiança Empresarial (ICE),2016-04,,69.7,-0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2016-05,,72.2,2.5,,
ICE,Confiança Empresarial (ICE),2016-06,,75.0,2.799999999999997,,
ICE,Confiança Empresarial (ICE),2016-07,,78.6,3.5999999999999943,,
ICE,Confiança Empresarial (ICE),2016-08,,80.7,2.1000000000000085,,
ICE,Confiança Empresarial (ICE),2016-09,,81.8,1.0999999999999943,,
ICE,Confiança Empresarial (ICE),2016-10,,81.5,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2016-11,,81.0,-0.5,,
ICE,Confiança Empresarial (ICE),2016-12,,79.1,-1.9000000000000057,,
ICE,Confiança Empresarial (ICE),2017-01,,81.5,2.4000000000000057,,
ICE,Confiança Empresarial (ICE),2017-02,,81.5,0.0,,
ICE,Confiança Empresarial (ICE),2017-03,,83.8,2.299999999999997,,
ICE,Confiança Empresarial (ICE),2017-04,,85.0,1.2000000000000028,,
ICE,Confiança Empresarial (ICE),2017-05,,86.3,1.2999999999999972,,
ICE,Confiança Empresarial (ICE),2017-06,,85.8,-0.5,,
ICE,Confiança Empresarial (ICE),2017-07,,86.8,1.0,,
ICE,Confiança Empresarial (ICE),2017-08,,87.4,0.6000000000000085,,
ICE,Confiança Empresarial (ICE),2017-09,,89.9,2.5,,
ICE,Confiança Empresarial (ICE),2017-10,,92.6,2.6999999999999886,,
ICE,Confiança Empresarial (ICE),2017-11,,92.4,-0.19999999999998863,,
ICE,Confiança Empresarial (ICE),2017-12,,93.1,0.6999999999999886,,
ICE,Confiança Empresarial (ICE),2018-01,,93.1,0.0,,
ICE,Confiança Empresarial (ICE),2018-02,,93.9,0.8000000000000114,,
ICE,Confiança Empresarial (ICE),2018-03,,94.8,0.8999999999999915,,
ICE,Confiança Empresarial (ICE),2018-04,,93.6,-1.2000000000000028,,
ICE,Confiança Empresarial (ICE),2018-05,,93.4,-0.19999999999998863,,
ICE,Confiança Empresarial (ICE),2018-06,,92.1,-1.3000000000000114,,
ICE,Confiança Empresarial (ICE),2018-07,,93.1,1.0,,
ICE,Confiança Empresarial (ICE),2018-08,,93.9,0.8000000000000114,,
ICE,Confiança Empresarial (ICE),2018-09,,92.4,-1.5,,
ICE,Confiança Empresarial (ICE),2018-10,,93.3,0.8999999999999915,,
ICE,Confiança Empresarial (ICE),2018-11,,96.2,2.9000000000000057,,
ICE,Confiança Empresarial (ICE),2018-12,,96.5,0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2019-01,,97.8,1.2999999999999972,,
ICE,Confiança Empresarial (ICE),2019-02,,96.4,-1.3999999999999915,,
ICE,Confiança Empresarial (ICE),2019-03,,94.0,-2.4000000000000057,,
ICE,Confiança Empresarial (ICE),2019-04,,93.7,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2019-05,,92.3,-1.4000000000000057,,
ICE,Confiança Empresarial (ICE),2019-06,,93.1,0.7999999999999972,,
ICE,Confiança Empresarial (ICE),2019-07,,94.9,1.8000000000000114,,
ICE,Confiança Empresarial (ICE),2019-08,,95.3,0.3999999999999915,,
ICE,Confiança Empresarial (ICE),2019-09,,95.5,0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2019-10,,96.0,0.5,,
ICE,Confiança Empresarial (ICE),2019-11,,97.4,1.4000000000000057,,
ICE,Confiança Empresarial (ICE),2019-12,,98.4,1.0,,
ICE,Confiança Empresarial (ICE),2020-01,,98.5,0.09999999999999432,,
ICE,Confiança Empresarial (ICE),2020-02,,98.2,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2020-03,,88.9,-9.299999999999997,,
ICE,Confiança Empresarial (ICE),2020-04,,53.0,-35.900000000000006,,
ICE,Confiança Empresarial (ICE),2020-05,,59.8,6.799999999999997,,
ICE,Confiança Empresarial (ICE),2020-06,,74.9,15.100000000000009,,
ICE,Confiança Empresarial (ICE),2020-07,,83.2,8.299999999999997,,
ICE,Confiança Empresarial (ICE),2020-08,,91.2,8.0,,
ICE,Confiança Empresarial (ICE),2020-09,,95.7,4.5,,
ICE,Confiança Empresarial (ICE),2020-10,,98.3,2.5999999999999943,,
ICE,Confiança Empresarial (ICE),2020-11,,97.7,-0.5999999999999943,,
ICE,Confiança Empresarial (ICE),2020-12,,97.7,0.0,,
ICE,Confiança Empresarial (ICE),2021-01,,95.4,-2.299999999999997,,
ICE,Confiança Empresarial (ICE),2021-02,,93.7,-1.7000000000000028,,
ICE,Confiança Empresarial (ICE),2021-03,,86.8,-6.900000000000006,,
ICE,Confiança Empresarial (ICE),2021-04,,89.4,2.6000000000000085,,
ICE,Confiança Empresarial (ICE),2021-05,,93.7,4.299999999999997,,
ICE,Confiança Empresarial (ICE),2021-06,,97.3,3.5999999999999943,,
ICE,Confiança Empresarial (ICE),2021-07,,100.8,3.5,,
ICE,Confiança Empresarial (ICE),2021-08,,101.7,0.9000000000000057,,
ICE,Confiança Empresarial (ICE),2021-09,,98.4,-3.299999999999997,,
ICE,Confiança Empresarial (ICE),2021-10,,100.2,1.7999999999999972,,
ICE,Confiança Empresarial (ICE),2021-11,,98.5,-1.7000000000000028,,
ICE,Confiança Empresarial (ICE),2021-12,,97.0,-1.5,,
ICE,Confiança Empresarial (ICE),2022-01,,93.3,-3.700000000000003,,
ICE,Confiança Empresarial (ICE),2022-02,,92.0,-1.2999999999999972,,
ICE,Confiança Empresarial (ICE),2022-03,,92.5,0.5,,
ICE,Confiança Empresarial (ICE),2022-04,,94.8,2.299999999999997,,
ICE,Confiança Empresarial (ICE),2022-05,,96.8,2.0,,
ICE,Confiança Empresarial (ICE),2022-06,,98.0,1.2000000000000028,,
ICE,Confiança Empresarial (ICE),2022-07,,98.1,0.09999999999999432,,
ICE,Confiança Empresarial (ICE),2022-08,,100.3,2.200000000000003,,
ICE,Confiança Empresarial (ICE),2022-09,,100.1,-0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2022-10,,98.1,-2.0,,
ICE,Confiança Empresarial (ICE),2022-11,,93.3,-4.799999999999997,,
ICE,Confiança Empresarial (ICE),2022-12,,93.0,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2023-01,,91.0,-2.0,,
ICE,Confiança Empresarial (ICE),2023-02,,91.5,0.5,,
ICE,Confiança Empresarial (ICE),2023-03,,92.2,0.7000000000000028,,
ICE,Confiança Empresarial (ICE),2023-04,,90.3,-1.9000000000000057,,
ICE,Confiança Empresarial (ICE),2023-05,,90.0,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2023-06,,92.6,2.5999999999999943,,
ICE,Confiança Empresarial (ICE),2023-07,,93.1,0.5,,
ICE,Confiança Empresarial (ICE),2023-08,,94.0,0.9000000000000057,,
ICE,Confiança Empresarial (ICE),2023-09,,93.7,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2023-10,,93.2,-0.5,,
ICE,Confiança Empresarial (ICE),2023-11,,94.0,0.7999999999999972,,
ICE,Confiança Empresarial (ICE),2023-12,,93.7,-0.29999999999999716,,
ICE,Confiança Empresarial (ICE),2024-01,,94.5,0.7999999999999972,,
ICE,Confiança Empresarial (ICE),2024-02,,93.1,-1.4000000000000057,,
ICE,Confiança Empresarial (ICE),2024-03,,94.1,1.0,,
ICE,Confiança Empresarial (ICE),2024-04,,94.4,0.30000000000001137,,
ICE,Confiança Empresarial (ICE),2024-05,,94.6,0.19999999999998863,,
ICE,Confiança Empresarial (ICE),2024-06,,95.7,1.1000000000000085,,
ICE,Confiança Empresarial (ICE),2024-07,,97.9,2.200000000000003,,
ICE,Confiança Empresarial (ICE),2024-08,,99.5,1.5999999999999943,,
ICE,Confiança Empresarial (ICE),2024-09,,97.9,-1.5999999999999943,,
ICE,Confiança Empresarial (ICE),2024-10,,98.3,0.3999999999999915,,
ICE,Confiança Empresarial (ICE),2024-11,,96.9,-1.3999999999999915,,
ICE,Confiança Empresarial (ICE),2024-12,,95.9,-1.0,,
ICE,Confiança Empresarial (ICE),2025-01,,93.6,-2.3000000000000114,,
ICE,Confiança Empresarial (ICE),2025-02,,92.5,-1.0999999999999943,,
ICE,Confiança Empresarial (ICE),2025-03,,92.1,-0.4000000000000057,,
ICE,Confiança Empresarial (ICE),2025-04,,92.1,0.0,,
ICE,Confiança Empresarial (ICE),2025-05,,93.2,1.1000000000000085,,
ICE,Confiança Empresarial (ICE),2025-06,,91.9,-1.2999999999999972,,
ICE,Confiança Empresarial (ICE),2025-07,,91.7,-0.20000000000000284,,
ICE,Confiança Empresarial (ICE),2025-08,,89.6,-2.1000000000000085,,
ICE,Confiança Empresarial (ICE),2025-09,,90.4,0.8000000000000114,,
ICE,Confiança Empresarial (ICE),2025-10,,90.1,-0.30000000000001137,,
ICE,Confiança Empresarial (ICE),2025-11,,90.1,0.0,,
ICI,Confiança da Indústria (ICI),2001-01,,105.7,,,
ICI,Confiança da Indústria (ICI),2001-02,,107.0,1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2001-03,,103.4,-3.5999999999999943,,
ICI,Confiança da Indústria (ICI),2001-04,,101.7,-1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2001-05,,98.3,-3.4000000000000057,,
ICI,Confiança da Indústria (ICI),2001-06,,94.3,-4.0,,
ICI,Confiança da Indústria (ICI),2001-07,,89.1,-5.200000000000003,,
ICI,Confiança da Indústria (ICI),2001-08,,85.8,-3.299999999999997,,
ICI,Confiança da Indústria (ICI),2001-09,,83.5,-2.299999999999997,,
ICI,Confiança da Indústria (ICI),2001-10,,82.9,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2001-11,,92.2,9.299999999999997,,
ICI,Confiança da Indústria (ICI),2001-12,,99.8,7.599999999999994,,
ICI,Confiança da Indústria (ICI),2002-01,,99.4,-0.3999999999999915,,
ICI,Confiança da Indústria (ICI),2002-02,,101.7,2.299999999999997,,
ICI,Confiança da Indústria (ICI),2002-03,,99.5,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2002-04,,99.9,0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2002-05,,97.0,-2.9000000000000057,,
ICI,Confiança da Indústria (ICI),2002-06,,94.2,-2.799999999999997,,
ICI,Confiança da Indústria (ICI),2002-07,,90.3,-3.9000000000000057,,
ICI,Confiança da Indústria (ICI),2002-08,,90.8,0.5,,
ICI,Confiança da Indústria (ICI),2002-09,,92.2,1.4000000000000057,,
ICI,Confiança da Indústria (ICI),2002-10,,95.0,2.799999999999997,,
ICI,Confiança da Indústria (ICI),2002-11,,100.8,5.799999999999997,,
ICI,Confiança da Indústria (ICI),2002-12,,105.2,4.400000000000006,,
ICI,Confiança da Indústria (ICI),2003-01,,102.7,-2.5,,
ICI,Confiança da Indústria (ICI),2003-02,,102.1,-0.6000000000000085,,
ICI,Confiança da Indústria (ICI),2003-03,,97.5,-4.599999999999994,,
ICI,Confiança da Indústria (ICI),2003-04,,95.0,-2.5,,
ICI,Confiança da Indústria (ICI),2003-05,,91.0,-4.0,,
ICI,Confiança da Indústria (ICI),2003-06,,86.8,-4.200000000000003,,
ICI,Confiança da Indústria (ICI),2003-07,,81.8,-5.0,,
ICI,Confiança da Indústria (ICI),2003-08,,86.6,4.799999999999997,,
ICI,Confiança da Indústria (ICI),2003-09,,92.5,5.900000000000006,,
ICI,Confiança da Indústria (ICI),2003-10,,99.6,7.099999999999994,,
ICI,Confiança da Indústria (ICI),2003-11,,104.6,5.0,,
ICI,Confiança da Indústria (ICI),2003-12,,108.0,3.4000000000000057,,
ICI,Confiança da Indústria (ICI),2004-01,,106.2,-1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2004-02,,107.4,1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2004-03,,105.9,-1.5,,
ICI,Confiança da Indústria (ICI),2004-04,,106.0,0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2004-05,,107.7,1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2004-06,,109.1,1.3999999999999915,,
ICI,Confiança da Indústria (ICI),2004-07,,110.3,1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2004-08,,109.6,-0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2004-09,,110.4,0.8000000000000114,,
ICI,Confiança da Indústria (ICI),2004-10,,112.4,2.0,,
ICI,Confiança da Indústria (ICI),2004-11,,113.0,0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2004-12,,112.3,-0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2005-01,,106.8,-5.5,,
ICI,Confiança da Indústria (ICI),2005-02,,106.6,-0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2005-03,,103.5,-3.0999999999999943,,
ICI,Confiança da Indústria (ICI),2005-04,,102.1,-1.4000000000000057,,
ICI,Confiança da Indústria (ICI),2005-05,,99.8,-2.299999999999997,,
ICI,Confiança da Indústria (ICI),2005-06,,97.3,-2.5,,
ICI,Confiança da Indústria (ICI),2005-07,,95.0,-2.299999999999997,,
ICI,Confiança da Indústria (ICI),2005-08,,93.8,-1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2005-09,,94.3,0.5,,
ICI,Confiança da Indústria (ICI),2005-10,,95.2,0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2005-11,,96.4,1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2005-12,,98.4,2.0,,
ICI,Confiança da Indústria (ICI),2006-01,,99.5,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2006-02,,101.3,1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2006-03,,101.5,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2006-04,,103.6,2.0999999999999943,,
ICI,Confiança da Indústria (ICI),2006-05,,99.7,-3.8999999999999915,,
ICI,Confiança da Indústria (ICI),2006-06,,99.7,0.0,,
ICI,Confiança da Indústria (ICI),2006-07,,101.0,1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2006-08,,98.8,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2006-09,,101.0,2.200000000000003,,
ICI,Confiança da Indústria (ICI),2006-10,,100.4,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2006-11,,104.0,3.5999999999999943,,
ICI,Confiança da Indústria (ICI),2006-12,,105.6,1.5999999999999943,,
ICI,Confiança da Indústria (ICI),2007-01,,103.7,-1.8999999999999915,,
ICI,Confiança da Indústria (ICI),2007-02,,108.2,4.5,,
ICI,Confiança da Indústria (ICI),2007-03,,109.7,1.5,,
ICI,Confiança da Indústria (ICI),2007-04,,111.1,1.3999999999999915,,
ICI,Confiança da Indústria (ICI),2007-05,,111.3,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2007-06,,110.8,-0.5,,
ICI,Confiança da Indústria (ICI),2007-07,,112.5,1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2007-08,,112.1,-0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2007-09,,112.8,0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2007-10,,114.9,2.1000000000000085,,
ICI,Confiança da Indústria (ICI),2007-11,,114.9,0.0,,
ICI,Confiança da Indústria (ICI),2007-12,,115.2,0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2008-01,,112.8,-2.4000000000000057,,
ICI,Confiança da Indústria (ICI),2008-02,,113.2,0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2008-03,,112.9,-0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2008-04,,111.4,-1.5,,
ICI,Confiança da Indústria (ICI),2008-05,,112.5,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2008-06,,114.7,2.200000000000003,,
ICI,Confiança da Indústria (ICI),2008-07,,113.5,-1.2000000000000028,,
ICI,Confiança da Indústria (ICI),2008-08,,113.9,0.4000000000000057,,
ICI,Confiança da Indústria (ICI),2008-09,,111.2,-2.700000000000003,,
ICI,Confiança da Indústria (ICI),2008-10,,102.2,-9.0,,
ICI,Confiança da Indústria (ICI),2008-11,,84.1,-18.10000000000001,,
ICI,Confiança da Indústria (ICI),2008-12,,74.3,-9.799999999999997,,
ICI,Confiança da Indústria (ICI),2009-01,,74.8,0.5,,
ICI,Confiança da Indústria (ICI),2009-02,,76.8,2.0,,
ICI,Confiança da Indústria (ICI),2009-03,,79.0,2.200000000000003,,
ICI,Confiança da Indústria (ICI),2009-04,,84.1,5.099999999999994,,
ICI,Confiança da Indústria (ICI),2009-05,,88.5,4.400000000000006,,
ICI,Confiança da Indústria (ICI),2009-06,,93.1,4.599999999999994,,
ICI,Confiança da Indústria (ICI),2009-07,,97.0,3.9000000000000057,,
ICI,Confiança da Indústria (ICI),2009-08,,100.8,3.799999999999997,,
ICI,Confiança da Indústria (ICI),2009-09,,105.5,4.700000000000003,,
ICI,Confiança da Indústria (ICI),2009-10,,109.6,4.099999999999994,,
ICI,Confiança da Indústria (ICI),2009-11,,112.3,2.700000000000003,,
ICI,Confiança da Indústria (ICI),2009-12,,113.3,1.0,,
ICI,Confiança da Indústria (ICI),2010-01,,113.1,-0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2010-02,,115.7,2.6000000000000085,,
ICI,Confiança da Indústria (ICI),2010-03,,115.8,0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2010-04,,115.7,-0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2010-05,,116.0,0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2010-06,,114.3,-1.7000000000000028,,
ICI,Confiança da Indústria (ICI),2010-07,,112.4,-1.8999999999999915,,
ICI,Confiança da Indústria (ICI),2010-08,,112.5,0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2010-09,,113.6,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2010-10,,113.8,0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2010-11,,112.8,-1.0,,
ICI,Confiança da Indústria (ICI),2010-12,,112.7,-0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2011-01,,110.7,-2.0,,
ICI,Confiança da Indústria (ICI),2011-02,,112.2,1.5,,
ICI,Confiança da Indústria (ICI),2011-03,,112.6,0.3999999999999915,,
ICI,Confiança da Indústria (ICI),2011-04,,111.5,-1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2011-05,,109.7,-1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2011-06,,107.6,-2.1000000000000085,,
ICI,Confiança da Indústria (ICI),2011-07,,104.0,-3.5999999999999943,,
ICI,Confiança da Indústria (ICI),2011-08,,101.8,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2011-09,,100.3,-1.5,,
ICI,Confiança da Indústria (ICI),2011-10,,102.1,1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2011-11,,101.4,-0.6999999999999886,,
ICI,Confiança da Indústria (ICI),2011-12,,101.5,0.09999999999999432,,
ICI,Confiança da Indústria (ICI),2012-01,,103.3,1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2012-02,,101.4,-1.8999999999999915,,
ICI,Confiança da Indústria (ICI),2012-03,,101.7,0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2012-04,,101.1,-0.6000000000000085,,
ICI,Confiança da Indústria (ICI),2012-05,,101.1,0.0,,
ICI,Confiança da Indústria (ICI),2012-06,,100.2,-0.8999999999999915,,
ICI,Confiança da Indústria (ICI),2012-07,,99.1,-1.1000000000000085,,
ICI,Confiança da Indústria (ICI),2012-08,,102.5,3.4000000000000057,,
ICI,Confiança da Indústria (ICI),2012-09,,104.6,2.0999999999999943,,
ICI,Confiança da Indústria (ICI),2012-10,,106.5,1.9000000000000057,,
ICI,Confiança da Indústria (ICI),2012-11,,105.4,-1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2012-12,,106.4,1.0,,
ICI,Confiança da Indústria (ICI),2013-01,,106.8,0.3999999999999915,,
ICI,Confiança da Indústria (ICI),2013-02,,106.4,-0.3999999999999915,,
ICI,Confiança da Indústria (ICI),2013-03,,105.6,-0.8000000000000114,,
ICI,Confiança da Indústria (ICI),2013-04,,105.0,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2013-05,,105.3,0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2013-06,,104.2,-1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2013-07,,99.8,-4.400000000000006,,
ICI,Confiança da Indústria (ICI),2013-08,,100.8,1.0,,
ICI,Confiança da Indústria (ICI),2013-09,,101.3,0.5,,
ICI,Confiança da Indústria (ICI),2013-10,,100.4,-0.8999999999999915,,
ICI,Confiança da Indústria (ICI),2013-11,,100.7,0.29999999999999716,,
ICI,Confiança da Indústria (ICI),2013-12,,100.5,-0.20000000000000284,,
ICI,Confiança da Indústria (ICI),2014-01,,100.0,-0.5,,
ICI,Confiança da Indústria (ICI),2014-02,,99.1,-0.9000000000000057,,
ICI,Confiança da Indústria (ICI),2014-03,,97.7,-1.3999999999999915,,
ICI,Confiança da Indústria (ICI),2014-04,,97.0,-0.7000000000000028,,
ICI,Confiança da Indústria (ICI),2014-05,,91.4,-5.599999999999994,,
ICI,Confiança da Indústria (ICI),2014-06,,88.1,-3.3000000000000114,,
ICI,Confiança da Indústria (ICI),2014-07,,87.1,-1.0,,
ICI,Confiança da Indústria (ICI),2014-08,,84.8,-2.299999999999997,,
ICI,Confiança da Indústria (ICI),2014-09,,85.8,1.0,,
ICI,Confiança da Indústria (ICI),2014-10,,87.6,1.7999999999999972,,
ICI,Confiança da Indústria (ICI),2014-11,,89.2,1.6000000000000085,,
ICI,Confiança da Indústria (ICI),2014-12,,87.9,-1.2999999999999972,,
ICI,Confiança da Indústria (ICI),2015-01,,87.6,-0.30000000000001137,,
ICI,Confiança da Indústria (ICI),2015-02,,87.0,-0.5999999999999943,,
ICI,Confiança da Indústria (ICI),2015-03,,80.5,-6.5,,
ICI,Confiança da Indústria (ICI),2015-04,,78.0,-2.5,,
ICI,Confiança da Indústria (ICI),2015-05,,75.8,-2.200000000000003,,
ICI,Confiança da Indústria (ICI),2015-06,,71.9,-3.8999999999999915,,
ICI,Confiança da Indústria (ICI),2015-07,,73.9,2.0,,
ICI,Confiança da Indústria (ICI),2015-08,,72.5,-1.4000000000000057,,
ICI,Confiança da Indústria (ICI),2015-09,,73.6,1.0999999999999943,,
ICI,Confiança da Indústria (ICI),2015-10,,77.2,3.6000000000000085,,
