mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
2025-11,2025-11-26,89.1,-0.7,https://portalibre.fgv.br/press-releases/ici-de-novembro-de-2025,ICI de novembro de 2025 | IBRE
