mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
2025-11,2025-11-25,92.6,1.0,https://portalibre.fgv.br/press-releases/icst-de-novembro-de-2025,ICST de novembro de 2025 | IBRE
