mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
2025-11,2025-11-27,90.1,1.2,https://portalibre.fgv.br/press-releases/ics-de-novembro-de-2025,ICS de novembro de 2025 | IBRE
