mes_ref,data_divulgacao,icc_pontos,delta_pts,url,titulo,pontos
2025-11,2025-11-24,,1.3,https://portalibre.fgv.br/press-releases/icc-de-novembro-de-2025,ICC de novembro de 2025 | IBRE,89.8
