mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
2025-11,2025-11-27,89.9,3.7,https://portalibre.fgv.br/press-releases/icom-de-novembro-de-2025,ICOM de novembro de 2025 | IBRE
