mes_ref,data_divulgacao,pontos,delta_pts,url,titulo
2025-10,2025-11-03,89.5,-0.1,https://portalibre.fgv.br/press-releases/ice-de-outubro-de-2025,ICE de outubro de 2025 | IBRE
