ajuste,data,open_interest,pu,taxa,ticker,ultimo_preco,vencimento,volume
13.57,2025-12-05,776505.0,13.565,13.565,DI1F35,13.565,2035-01-02,123297.0
13.632,2025-12-05,1204662.0,13.56,13.56,DI1J27,13.56,2027-04-01,143996.0
13.206,2025-12-05,245124.0,13.16,13.16,DI1J28,13.16,2028-04-03,8706.0
13.397,2025-12-05,40836.0,13.425,13.425,DI1Q27,13.425,2027-08-02,1143.0
13.33,2025-12-05,1102939.0,13.27,13.27,DI1V27,13.27,2027-10-01,83757.0
13.561,2025-12-05,1401806.0,13.535,13.535,DI1F32,13.535,2032-01-02,91761.0
13.37,2025-12-05,1261977.0,13.355,13.355,DI1F30,13.355,2030-01-02,260296.0
13.395,2025-12-05,50625.0,,13.395,DI1F40,,2040-01-02,
14.045,2025-12-05,64023.0,14.015,14.015,DI1X26,14.015,2026-11-03,5685.0
13.231,2025-12-05,3445236.0,13.195,13.195,DI1F29,13.195,2029-01-02,1543830.0
13.42,2025-12-05,33605.0,,13.42,DI1F39,,2039-01-03,
14.805,2025-12-05,2035094.0,14.81,14.81,DI1J26,14.81,2026-04-01,551611.0
13.26,2025-12-05,86558.0,13.265,13.265,DI1J29,13.265,2029-04-02,1385.0
14.158,2025-12-05,1108126.0,14.105,14.105,DI1V26,14.105,2026-10-01,290926.0
13.954,2025-12-05,136666.0,13.9,13.9,DI1Z26,13.9,2026-12-01,35294.0
13.579,2025-12-05,666362.0,13.565,13.565,DI1F33,13.565,2033-01-03,105653.0
13.473,2025-12-05,1952852.0,13.445,13.445,DI1F31,13.445,2031-01-02,866302.0
13.306,2025-12-05,1098521.0,13.27,13.27,DI1N29,13.27,2029-07-02,132081.0
14.619,2025-12-05,303641.0,14.6,14.6,DI1M26,14.6,2026-06-01,30015.0
13.243,2025-12-05,3429480.0,13.2,13.2,DI1F28,13.2,2028-01-03,1779904.0
13.469,2025-12-05,50362.0,,13.469,DI1F38,,2038-01-04,
13.425,2025-12-05,73512.0,13.425,13.425,DI1N30,13.425,2030-07-01,2341.0
13.217,2025-12-05,136011.0,13.195,13.195,DI1V28,13.195,2028-10-02,4182.0
14.51,2025-12-05,3080194.0,14.485,14.485,DI1N26,14.485,2026-07-01,1044937.0
14.287,2025-12-05,214522.0,14.245,14.245,DI1U26,14.245,2026-09-01,42302.0
14.893,2025-12-05,461296.0,14.896,14.896,DI1G26,14.896,2026-02-02,73659.0
14.854,2025-12-05,402619.0,14.86,14.86,DI1H26,14.86,2026-03-02,87802.0
14.727,2025-12-05,262316.0,14.72,14.72,DI1K26,14.72,2026-05-04,12331.0
14.899,2025-12-05,4270858.0,14.896,14.896,DI1F26,14.896,2026-01-02,479499.0
13.536,2025-12-05,68644.0,13.56,13.56,DI1F36,13.56,2036-01-02,99.0
13.572,2025-12-05,275449.0,13.58,13.58,DI1F34,13.58,2034-01-02,3090.0
13.202,2025-12-05,500457.0,13.16,13.16,DI1N28,13.16,2028-07-03,112131.0
13.444,2025-12-05,26372.0,13.21,13.21,DI1V30,13.21,2030-10-01,2229.0
14.398,2025-12-05,99802.0,14.38,14.38,DI1Q26,14.38,2026-08-03,4367.0
,2025-12-05,,,,DI1D,,9999-12-31,
13.391,2025-12-06,42700.0,12.99,12.99,DI1J30,12.99,2030-04-01,9.0
13.334,2025-12-06,76498.0,13.3,13.3,DI1V29,13.3,2029-10-01,1651.0
13.455,2025-12-06,1552474.0,13.385,13.385,DI1N27,13.385,2027-07-01,458967.0
13.847,2025-12-06,5994578.0,13.79,13.79,DI1F27,13.79,2027-01-04,1790507.0
13.528,2025-12-06,63872.0,13.535,13.535,DI1F37,13.535,2037-01-02,1445.0
13.57,2025-12-06,776505.0,13.565,13.565,DI1F35,13.565,2035-01-02,123297.0
13.632,2025-12-06,1204662.0,13.56,13.56,DI1J27,13.56,2027-04-01,143996.0
13.206,2025-12-06,245124.0,13.16,13.16,DI1J28,13.16,2028-04-03,8706.0
13.397,2025-12-06,40836.0,13.425,13.425,DI1Q27,13.425,2027-08-02,1143.0
13.33,2025-12-06,1102939.0,13.27,13.27,DI1V27,13.27,2027-10-01,83757.0
13.561,2025-12-06,1401806.0,13.535,13.535,DI1F32,13.535,2032-01-02,91761.0
13.37,2025-12-06,1261977.0,13.355,13.355,DI1F30,13.355,2030-01-02,260296.0
13.395,2025-12-06,50625.0,,13.395,DI1F40,,2040-01-02,
14.045,2025-12-06,64023.0,14.015,14.015,DI1X26,14.015,2026-11-03,5685.0
13.231,2025-12-06,3445236.0,13.195,13.195,DI1F29,13.195,2029-01-02,1543830.0
13.42,2025-12-06,33605.0,,13.42,DI1F39,,2039-01-03,
14.805,2025-12-06,2035094.0,14.81,14.81,DI1J26,14.81,2026-04-01,551611.0
13.26,2025-12-06,86558.0,13.265,13.265,DI1J29,13.265,2029-04-02,1385.0
14.158,2025-12-06,1108126.0,14.105,14.105,DI1V26,14.105,2026-10-01,290926.0
13.954,2025-12-06,136666.0,13.9,13.9,DI1Z26,13.9,2026-12-01,35294.0
13.579,2025-12-06,666362.0,13.565,13.565,DI1F33,13.565,2033-01-03,105653.0
13.473,2025-12-06,1952852.0,13.445,13.445,DI1F31,13.445,2031-01-02,866302.0
13.306,2025-12-06,1098521.0,13.27,13.27,DI1N29,13.27,2029-07-02,132081.0
14.619,2025-12-06,303641.0,14.6,14.6,DI1M26,14.6,2026-06-01,30015.0
13.243,2025-12-06,3429480.0,13.2,13.2,DI1F28,13.2,2028-01-03,1779904.0
13.469,2025-12-06,50362.0,,13.469,DI1F38,,2038-01-04,
13.425,2025-12-06,73512.0,13.425,13.425,DI1N30,13.425,2030-07-01,2341.0
13.217,2025-12-06,136011.0,13.195,13.195,DI1V28,13.195,2028-10-02,4182.0
14.51,2025-12-06,3080194.0,14.485,14.485,DI1N26,14.485,2026-07-01,1044937.0
14.287,2025-12-06,214522.0,14.245,14.245,DI1U26,14.245,2026-09-01,42302.0
14.893,2025-12-06,461296.0,14.896,14.896,DI1G26,14.896,2026-02-02,73659.0
14.854,2025-12-06,402619.0,14.86,14.86,DI1H26,14.86,2026-03-02,87802.0
14.727,2025-12-06,262316.0,14.72,14.72,DI1K26,14.72,2026-05-04,12331.0
14.899,2025-12-06,4270858.0,14.896,14.896,DI1F26,14.896,2026-01-02,479499.0
13.536,2025-12-06,68644.0,13.56,13.56,DI1F36,13.56,2036-01-02,99.0
13.572,2025-12-06,275449.0,13.58,13.58,DI1F34,13.58,2034-01-02,3090.0
13.202,2025-12-06,500457.0,13.16,13.16,DI1N28,13.16,2028-07-03,112131.0
13.444,2025-12-06,26372.0,13.21,13.21,DI1V30,13.21,2030-10-01,2229.0
14.398,2025-12-06,99802.0,14.38,14.38,DI1Q26,14.38,2026-08-03,4367.0
,2025-12-06,,,,DI1D,,9999-12-31,
13.391,2025-12-07,42700.0,12.99,12.99,DI1J30,12.99,2030-04-01,9.0
13.334,2025-12-07,76498.0,13.3,13.3,DI1V29,13.3,2029-10-01,1651.0
13.455,2025-12-07,1552474.0,13.385,13.385,DI1N27,13.385,2027-07-01,458967.0
13.847,2025-12-07,5994578.0,13.79,13.79,DI1F27,13.79,2027-01-04,1790507.0
13.528,2025-12-07,63872.0,13.535,13.535,DI1F37,13.535,2037-01-02,1445.0
13.57,2025-12-07,776505.0,13.565,13.565,DI1F35,13.565,2035-01-02,123297.0
13.632,2025-12-07,1204662.0,13.56,13.56,DI1J27,13.56,2027-04-01,143996.0
13.206,2025-12-07,245124.0,13.16,13.16,DI1J28,13.16,2028-04-03,8706.0
13.397,2025-12-07,40836.0,13.425,13.425,DI1Q27,13.425,2027-08-02,1143.0
13.33,2025-12-07,1102939.0,13.27,13.27,DI1V27,13.27,2027-10-01,83757.0
13.561,2025-12-07,1401806.0,13.535,13.535,DI1F32,13.535,2032-01-02,91761.0
13.37,2025-12-07,1261977.0,13.355,13.355,DI1F30,13.355,2030-01-02,260296.0
13.395,2025-12-07,50625.0,,13.395,DI1F40,,2040-01-02,
14.045,2025-12-07,64023.0,14.015,14.015,DI1X26,14.015,2026-11-03,5685.0
13.231,2025-12-07,3445236.0,13.195,13.195,DI1F29,13.195,2029-01-02,1543830.0
13.42,2025-12-07,33605.0,,13.42,DI1F39,,2039-01-03,
14.805,2025-12-07,2035094.0,14.81,14.81,DI1J26,14.81,2026-04-01,551611.0
13.26,2025-12-07,86558.0,13.265,13.265,DI1J29,13.265,2029-04-02,1385.0
14.158,2025-12-07,1108126.0,14.105,14.105,DI1V26,14.105,2026-10-01,290926.0
13.954,2025-12-07,136666.0,13.9,13.9,DI1Z26,13.9,2026-12-01,35294.0
13.579,2025-12-07,666362.0,13.565,13.565,DI1F33,13.565,2033-01-03,105653.0
13.473,2025-12-07,1952852.0,13.445,13.445,DI1F31,13.445,2031-01-02,866302.0
13.306,2025-12-07,1098521.0,13.27,13.27,DI1N29,13.27,2029-07-02,132081.0
14.619,2025-12-07,303641.0,14.6,14.6,DI1M26,14.6,2026-06-01,30015.0
13.243,2025-12-07,3429480.0,13.2,13.2,DI1F28,13.2,2028-01-03,1779904.0
13.469,2025-12-07,50362.0,,13.469,DI1F38,,2038-01-04,
13.425,2025-12-07,73512.0,13.425,13.425,DI1N30,13.425,2030-07-01,2341.0
13.217,2025-12-07,136011.0,13.195,13.195,DI1V28,13.195,2028-10-02,4182.0
14.51,2025-12-07,3080194.0,14.485,14.485,DI1N26,14.485,2026-07-01,1044937.0
14.287,2025-12-07,214522.0,14.245,14.245,DI1U26,14.245,2026-09-01,42302.0
14.893,2025-12-07,461296.0,14.896,14.896,DI1G26,14.896,2026-02-02,73659.0
14.854,2025-12-07,402619.0,14.86,14.86,DI1H26,14.86,2026-03-02,87802.0
14.727,2025-12-07,262316.0,14.72,14.72,DI1K26,14.72,2026-05-04,12331.0
14.899,2025-12-07,4270858.0,14.896,14.896,DI1F26,14.896,2026-01-02,479499.0
13.536,2025-12-07,68644.0,13.56,13.56,DI1F36,13.56,2036-01-02,99.0
13.572,2025-12-07,275449.0,13.58,13.58,DI1F34,13.58,2034-01-02,3090.0
13.202,2025-12-07,500457.0,13.16,13.16,DI1N28,13.16,2028-07-03,112131.0
13.444,2025-12-07,26372.0,13.21,13.21,DI1V30,13.21,2030-10-01,2229.0
14.398,2025-12-07,99802.0,14.38,14.38,DI1Q26,14.38,2026-08-03,4367.0
,2025-12-07,,,,DI1D,,9999-12-31,
13.307,2025-12-08,42700.0,13.325,13.325,DI1J30,13.325,2030-04-01,138.0
13.252,2025-12-08,77144.0,13.275,13.275,DI1V29,13.275,2029-10-01,450.0
13.345,2025-12-08,1531550.0,13.385,13.385,DI1N27,13.385,2027-07-01,186988.0
13.758,2025-12-08,5883368.0,13.785,13.785,DI1F27,13.785,2027-01-04,945355.0
13.446,2025-12-08,64567.0,13.41,13.41,DI1F37,13.41,2037-01-02,305.0
13.488,2025-12-08,785391.0,13.51,13.51,DI1F35,13.51,2035-01-02,98833.0
13.532,2025-12-08,1209216.0,13.57,13.57,DI1J27,13.57,2027-04-01,50256.0
13.105,2025-12-08,244344.0,13.135,13.135,DI1J28,13.135,2028-04-03,3126.0
13.293,2025-12-08,40766.0,13.29,13.29,DI1Q27,13.29,2027-08-02,703.0
13.22,2025-12-08,1092252.0,13.26,13.26,DI1V27,13.26,2027-10-01,43505.0
13.481,2025-12-08,1408474.0,13.505,13.505,DI1F32,13.505,2032-01-02,72520.0
13.291,2025-12-08,1292033.0,13.31,13.31,DI1F30,13.31,2030-01-02,184301.0
13.313,2025-12-08,50625.0,13.325,13.325,DI1F40,13.325,2040-01-02,2001.0
13.976,2025-12-08,62753.0,13.94,13.94,DI1X26,13.94,2026-11-03,176.0
13.145,2025-12-08,3452672.0,13.18,13.18,DI1F29,13.18,2029-01-02,789115.0
13.338,2025-12-08,33605.0,,13.338,DI1F39,,2039-01-03,
14.79,2025-12-08,1969974.0,14.8,14.8,DI1J26,14.8,2026-04-01,535347.0
13.176,2025-12-08,87312.0,13.19,13.19,DI1J29,13.19,2029-04-02,412.0
14.1,2025-12-08,1114561.0,14.12,14.12,DI1V26,14.12,2026-10-01,138878.0
13.876,2025-12-08,147143.0,13.88,13.88,DI1Z26,13.88,2026-12-01,6793.0
13.502,2025-12-08,661216.0,13.52,13.52,DI1F33,13.52,2033-01-03,74599.0
13.394,2025-12-08,1953213.0,13.41,13.41,DI1F31,13.41,2031-01-02,489186.0
13.221,2025-12-08,1107948.0,13.255,13.255,DI1N29,13.255,2029-07-02,114364.0
14.59,2025-12-08,323795.0,14.59,14.59,DI1M26,14.59,2026-06-01,10866.0
13.131,2025-12-08,3468707.0,13.175,13.175,DI1F28,13.175,2028-01-03,882052.0
13.387,2025-12-08,50362.0,13.325,13.325,DI1F38,13.325,2038-01-04,100.0
13.343,2025-12-08,73314.0,13.37,13.37,DI1N30,13.37,2030-07-01,1464.0
13.127,2025-12-08,137211.0,13.15,13.15,DI1V28,13.15,2028-10-02,868.0
14.482,2025-12-08,3114865.0,14.49,14.49,DI1N26,14.49,2026-07-01,776122.0
14.23,2025-12-08,233913.0,14.245,14.245,DI1U26,14.245,2026-09-01,4937.0
14.898,2025-12-08,486866.0,14.897,14.897,DI1G26,14.897,2026-02-02,43226.0
14.847,2025-12-08,407654.0,14.85,14.85,DI1H26,14.85,2026-03-02,71731.0
14.707,2025-12-08,262779.0,14.71,14.71,DI1K26,14.71,2026-05-04,9096.0
14.908,2025-12-08,4209361.0,14.903,14.903,DI1F26,14.903,2026-01-02,1580598.0
13.454,2025-12-08,68630.0,13.345,13.345,DI1F36,13.345,2036-01-02,5.0
13.49,2025-12-08,276134.0,13.505,13.505,DI1F34,13.505,2034-01-02,214.0
13.104,2025-12-08,490741.0,13.145,13.145,DI1N28,13.145,2028-07-03,56237.0
13.358,2025-12-08,28564.0,13.36,13.36,DI1V30,13.36,2030-10-01,344.0
14.358,2025-12-08,100760.0,14.37,14.37,DI1Q26,14.37,2026-08-03,1026.0
,2025-12-08,,,,DI1D,,9999-12-31,
13.336,2025-12-09,42624.0,13.35,13.35,DI1J30,13.35,2030-04-01,36.0
13.273,2025-12-09,77029.0,13.315,13.315,DI1V29,13.315,2029-10-01,856.0
13.32,2025-12-09,1530944.0,13.355,13.355,DI1N27,13.355,2027-07-01,222044.0
13.73,2025-12-09,5916014.0,13.76,13.76,DI1F27,13.76,2027-01-04,1116462.0
13.481,2025-12-09,65898.0,13.52,13.52,DI1F37,13.52,2037-01-02,255.0
13.535,2025-12-09,799696.0,13.57,13.57,DI1F35,13.57,2035-01-02,99149.0
13.505,2025-12-09,1210432.0,13.54,13.54,DI1J27,13.54,2027-04-01,73955.0
13.088,2025-12-09,244137.0,13.14,13.14,DI1J28,13.14,2028-04-03,4994.0
13.269,2025-12-09,40104.0,13.32,13.32,DI1Q27,13.32,2027-08-02,2405.0
13.198,2025-12-09,1091928.0,13.24,13.24,DI1V27,13.24,2027-10-01,53226.0
13.521,2025-12-09,1408508.0,13.555,13.555,DI1F32,13.555,2032-01-02,93683.0
13.318,2025-12-09,1294802.0,13.35,13.35,DI1F30,13.35,2030-01-02,140005.0
13.365,2025-12-09,52625.0,13.38,13.38,DI1F40,13.38,2040-01-02,22.0
13.955,2025-12-09,62829.0,13.985,13.985,DI1X26,13.985,2026-11-03,4683.0
13.153,2025-12-09,3432902.0,13.19,13.19,DI1F29,13.19,2029-01-02,909969.0
13.39,2025-12-09,33605.0,13.39,13.39,DI1F39,13.39,2039-01-03,26.0
14.793,2025-12-09,2047759.0,14.795,14.795,DI1J26,14.795,2026-04-01,306706.0
13.186,2025-12-09,87346.0,13.205,13.205,DI1J29,13.205,2029-04-02,738.0
14.082,2025-12-09,1118896.0,14.095,14.095,DI1V26,14.095,2026-10-01,175651.0
13.852,2025-12-09,148251.0,13.88,13.88,DI1Z26,13.88,2026-12-01,2980.0
13.545,2025-12-09,660023.0,13.585,13.585,DI1F33,13.585,2033-01-03,61612.0
13.429,2025-12-09,1915394.0,13.465,13.465,DI1F31,13.465,2031-01-02,482354.0
13.241,2025-12-09,1109357.0,13.275,13.275,DI1N29,13.275,2029-07-02,110461.0
14.585,2025-12-09,322878.0,14.595,14.595,DI1M26,14.595,2026-06-01,4117.0
13.119,2025-12-09,3411210.0,13.15,13.15,DI1F28,13.15,2028-01-03,959570.0
13.417,2025-12-09,50262.0,13.42,13.42,DI1F38,13.42,2038-01-04,231.0
13.375,2025-12-09,73527.0,13.39,13.39,DI1N30,13.39,2030-07-01,964.0
13.128,2025-12-09,136828.0,13.165,13.165,DI1V28,13.165,2028-10-02,1769.0
14.476,2025-12-09,3036934.0,14.48,14.48,DI1N26,14.48,2026-07-01,521865.0
14.216,2025-12-09,231073.0,14.23,14.23,DI1U26,14.23,2026-09-01,9346.0
14.901,2025-12-09,482269.0,14.903,14.903,DI1G26,14.903,2026-02-02,54239.0
14.853,2025-12-09,446297.0,14.862,14.862,DI1H26,14.862,2026-03-02,27154.0
14.706,2025-12-09,264221.0,14.705,14.705,DI1K26,14.705,2026-05-04,15507.0
14.908,2025-12-09,5190421.0,14.913,14.913,DI1F26,14.913,2026-01-02,664848.0
13.495,2025-12-09,68630.0,13.5,13.5,DI1F36,13.5,2036-01-02,79.0
13.537,2025-12-09,276085.0,13.585,13.585,DI1F34,13.585,2034-01-02,1853.0
13.1,2025-12-09,482251.0,13.13,13.13,DI1N28,13.13,2028-07-03,53146.0
13.393,2025-12-09,28802.0,13.425,13.425,DI1V30,13.425,2030-10-01,275.0
14.346,2025-12-09,100808.0,14.355,14.355,DI1Q26,14.355,2026-08-03,6337.0
,2025-12-09,,,,DI1D,,9999-12-31,
13.443,2025-12-10,42638.0,13.385,13.385,DI1J30,13.385,2030-04-01,20.0
13.376,2025-12-10,76932.0,13.34,13.34,DI1V29,13.34,2029-10-01,252.0
13.372,2025-12-10,1527362.0,13.33,13.33,DI1N27,13.33,2027-07-01,192773.0
13.757,2025-12-10,5837831.0,13.715,13.715,DI1F27,13.715,2027-01-04,602420.0
13.581,2025-12-10,66532.0,13.55,13.55,DI1F37,13.55,2037-01-02,784.0
13.64,2025-12-10,794993.0,13.595,13.595,DI1F35,13.595,2035-01-02,39437.0
13.544,2025-12-10,1221589.0,13.485,13.485,DI1J27,13.485,2027-04-01,95738.0
13.195,2025-12-10,244490.0,13.135,13.135,DI1J28,13.135,2028-04-03,1683.0
13.329,2025-12-10,38940.0,13.275,13.275,DI1Q27,13.275,2027-08-02,498.0
13.27,2025-12-10,1095664.0,13.21,13.21,DI1V27,13.21,2027-10-01,33272.0
13.625,2025-12-10,1409458.0,13.565,13.565,DI1F32,13.565,2032-01-02,103571.0
13.425,2025-12-10,1305354.0,13.36,13.36,DI1F30,13.36,2030-01-02,78921.0
13.471,2025-12-10,52625.0,13.5,13.5,DI1F40,13.5,2040-01-02,100.0
13.973,2025-12-10,62554.0,13.94,13.94,DI1X26,13.94,2026-11-03,8985.0
13.261,2025-12-10,3375666.0,13.19,13.19,DI1F29,13.19,2029-01-02,531212.0
13.495,2025-12-10,33582.0,13.51,13.51,DI1F39,13.51,2039-01-03,95.0
14.793,2025-12-10,2055286.0,14.785,14.785,DI1J26,14.785,2026-04-01,212806.0
13.297,2025-12-10,87027.0,13.24,13.24,DI1J29,13.24,2029-04-02,2203.0
14.095,2025-12-10,1140330.0,14.055,14.055,DI1V26,14.055,2026-10-01,138824.0
13.873,2025-12-10,147881.0,13.84,13.84,DI1Z26,13.84,2026-12-01,9421.0
13.649,2025-12-10,658628.0,13.605,13.605,DI1F33,13.605,2033-01-03,50040.0
13.533,2025-12-10,1887559.0,13.475,13.475,DI1F31,13.475,2031-01-02,288457.0
13.347,2025-12-10,1124168.0,13.3,13.3,DI1N29,13.3,2029-07-02,86321.0
14.591,2025-12-10,322962.0,14.58,14.58,DI1M26,14.58,2026-06-01,26905.0
13.204,2025-12-10,3403557.0,13.14,13.14,DI1F28,13.14,2028-01-03,585735.0
13.522,2025-12-10,50047.0,13.525,13.525,DI1F38,13.525,2038-01-04,98.0
13.481,2025-12-10,73601.0,13.44,13.44,DI1N30,13.44,2030-07-01,424.0
13.227,2025-12-10,136640.0,13.18,13.18,DI1V28,13.18,2028-10-02,680.0
14.481,2025-12-10,3026773.0,14.465,14.465,DI1N26,14.465,2026-07-01,330742.0
14.229,2025-12-10,229971.0,14.2,14.2,DI1U26,14.2,2026-09-01,14573.0
14.901,2025-12-10,506930.0,14.9,14.9,DI1G26,14.9,2026-02-02,34159.0
14.853,2025-12-10,454887.0,14.847,14.847,DI1H26,14.847,2026-03-02,33294.0
14.712,2025-12-10,262638.0,14.705,14.705,DI1K26,14.705,2026-05-04,43017.0
14.909,2025-12-10,5639923.0,14.908,14.908,DI1F26,14.908,2026-01-02,256339.0
13.6,2025-12-10,68567.0,13.57,13.57,DI1F36,13.57,2036-01-02,36.0
13.644,2025-12-10,276450.0,13.615,13.615,DI1F34,13.615,2034-01-02,2027.0
13.205,2025-12-10,482737.0,13.125,13.125,DI1N28,13.125,2028-07-03,32620.0
13.49,2025-12-10,28884.0,13.46,13.46,DI1V30,13.46,2030-10-01,200.0
14.357,2025-12-10,99405.0,14.345,14.345,DI1Q26,14.345,2026-08-03,9328.0
,2025-12-10,,,,DI1D,,9999-12-31,
13.442,2025-12-11,42654.0,13.325,13.325,DI1J30,13.325,2030-04-01,3.0
13.374,2025-12-11,77038.0,13.295,13.295,DI1V29,13.295,2029-10-01,1069.0
13.368,2025-12-11,1534545.0,13.33,13.33,DI1N27,13.33,2027-07-01,82504.0
13.753,2025-12-11,5845818.0,13.76,13.76,DI1F27,13.76,2027-01-04,498655.0
13.581,2025-12-11,66581.0,13.525,13.525,DI1F37,13.525,2037-01-02,202.0
13.639,2025-12-11,794439.0,13.565,13.565,DI1F35,13.565,2035-01-02,48766.0
13.54,2025-12-11,1216415.0,13.525,13.525,DI1J27,13.525,2027-04-01,36110.0
13.192,2025-12-11,244570.0,13.125,13.125,DI1J28,13.125,2028-04-03,1851.0
13.325,2025-12-11,38995.0,13.28,13.28,DI1Q27,13.28,2027-08-02,1837.0
13.266,2025-12-11,1087489.0,13.21,13.21,DI1V27,13.21,2027-10-01,20369.0
13.624,2025-12-11,1413475.0,13.55,13.55,DI1F32,13.55,2032-01-02,92135.0
13.424,2025-12-11,1302735.0,13.335,13.335,DI1F30,13.335,2030-01-02,62080.0
13.471,2025-12-11,52525.0,,13.471,DI1F40,,2040-01-02,
13.969,2025-12-11,67312.0,13.975,13.975,DI1X26,13.975,2026-11-03,4045.0
13.259,2025-12-11,3382119.0,13.17,13.17,DI1F29,13.17,2029-01-02,355033.0
13.495,2025-12-11,33487.0,,13.495,DI1F39,,2039-01-03,
14.792,2025-12-11,2106284.0,14.8,14.8,DI1J26,14.8,2026-04-01,215136.0
13.295,2025-12-11,89090.0,13.205,13.205,DI1J29,13.205,2029-04-02,5025.0
14.091,2025-12-11,1138931.0,14.105,14.105,DI1V26,14.105,2026-10-01,114649.0
13.869,2025-12-11,149274.0,13.875,13.875,DI1Z26,13.875,2026-12-01,2355.0
13.648,2025-12-11,658692.0,13.575,13.575,DI1F33,13.575,2033-01-03,45446.0
13.532,2025-12-11,1898021.0,13.455,13.455,DI1F31,13.455,2031-01-02,212766.0
13.345,2025-12-11,1103264.0,13.265,13.265,DI1N29,13.265,2029-07-02,64907.0
14.588,2025-12-11,337809.0,14.6,14.6,DI1M26,14.6,2026-06-01,3253.0
13.201,2025-12-11,3354354.0,13.13,13.13,DI1F28,13.13,2028-01-03,371709.0
13.522,2025-12-11,49949.0,,13.522,DI1F38,,2038-01-04,
13.48,2025-12-11,73741.0,13.415,13.415,DI1N30,13.415,2030-07-01,230.0
13.225,2025-12-11,136835.0,13.15,13.15,DI1V28,13.15,2028-10-02,1199.0
14.478,2025-12-11,3109462.0,14.49,14.49,DI1N26,14.49,2026-07-01,308236.0
14.225,2025-12-11,232295.0,14.24,14.24,DI1U26,14.24,2026-09-01,869.0
14.901,2025-12-11,532980.0,14.9,14.9,DI1G26,14.9,2026-02-02,48381.0
14.852,2025-12-11,464635.0,14.864,14.864,DI1H26,14.864,2026-03-02,104856.0
14.71,2025-12-11,283331.0,14.72,14.72,DI1K26,14.72,2026-05-04,33418.0
14.91,2025-12-11,5685932.0,14.906,14.906,DI1F26,14.906,2026-01-02,114288.0
13.599,2025-12-11,68549.0,13.565,13.565,DI1F36,13.565,2036-01-02,88.0
13.643,2025-12-11,275441.0,13.605,13.605,DI1F34,13.605,2034-01-02,101.0
13.202,2025-12-11,484284.0,13.12,13.12,DI1N28,13.12,2028-07-03,17984.0
13.489,2025-12-11,28892.0,13.39,13.39,DI1V30,13.39,2030-10-01,20.0
14.354,2025-12-11,105517.0,14.365,14.365,DI1Q26,14.365,2026-08-03,1115.0
,2025-12-11,,,,DI1D,,9999-12-31,
13.35,2025-12-12,42658.0,13.265,13.265,DI1J30,13.265,2030-04-01,3.0
13.285,2025-12-12,76990.0,13.135,13.135,DI1V29,13.135,2029-10-01,433.0
13.317,2025-12-12,1544839.0,13.2,13.2,DI1N27,13.2,2027-07-01,90285.0
13.747,2025-12-12,5833290.0,13.655,13.655,DI1F27,13.655,2027-01-04,329302.0
13.488,2025-12-12,66667.0,13.39,13.39,DI1F37,13.39,2037-01-02,250.0
13.548,2025-12-12,792394.0,13.425,13.425,DI1F35,13.425,2035-01-02,22035.0
13.512,2025-12-12,1214190.0,13.405,13.405,DI1J27,13.405,2027-04-01,30857.0
13.104,2025-12-12,244705.0,12.965,12.965,DI1J28,12.965,2028-04-03,2934.0
13.27,2025-12-12,39130.0,13.145,13.145,DI1Q27,13.145,2027-08-02,6665.0
13.195,2025-12-12,1086971.0,13.065,13.065,DI1V27,13.065,2027-10-01,27828.0
13.525,2025-12-12,1414082.0,13.4,13.4,DI1F32,13.4,2032-01-02,33210.0
13.328,2025-12-12,1292935.0,13.18,13.18,DI1F30,13.18,2030-01-02,54949.0
13.396,2025-12-12,52525.0,,13.396,DI1F40,,2040-01-02,
13.967,2025-12-12,65815.0,13.88,13.88,DI1X26,13.88,2026-11-03,245.0
13.163,2025-12-12,3356785.0,13.015,13.015,DI1F29,13.015,2029-01-02,287666.0
13.398,2025-12-12,33487.0,,13.398,DI1F39,,2039-01-03,
14.797,2025-12-12,2120150.0,14.785,14.785,DI1J26,14.785,2026-04-01,114119.0
13.201,2025-12-12,90646.0,13.05,13.05,DI1J29,13.05,2029-04-02,365.0
14.094,2025-12-12,1130705.0,14.02,14.02,DI1V26,14.02,2026-10-01,95463.0
13.865,2025-12-12,149278.0,13.77,13.77,DI1Z26,13.77,2026-12-01,3418.0
13.559,2025-12-12,663975.0,13.43,13.43,DI1F33,13.43,2033-01-03,23087.0
13.44,2025-12-12,1902162.0,13.305,13.305,DI1F31,13.305,2031-01-02,154192.0
13.248,2025-12-12,1096608.0,13.105,13.105,DI1N29,13.105,2029-07-02,31268.0
14.594,2025-12-12,338362.0,14.56,14.56,DI1M26,14.56,2026-06-01,6606.0
13.121,2025-12-12,3362506.0,12.985,12.985,DI1F28,12.985,2028-01-03,378292.0
13.428,2025-12-12,49949.0,,13.428,DI1F38,,2038-01-04,
13.4,2025-12-12,73848.0,13.245,13.245,DI1N30,13.245,2030-07-01,998.0
13.14,2025-12-12,136321.0,13.01,13.01,DI1V28,13.01,2028-10-02,65.0
14.481,2025-12-12,3127810.0,14.435,14.435,DI1N26,14.435,2026-07-01,281558.0
14.224,2025-12-12,232331.0,14.16,14.16,DI1U26,14.16,2026-09-01,612.0
14.899,2025-12-12,559592.0,14.899,14.899,DI1G26,14.899,2026-02-02,66137.0
14.857,2025-12-12,415440.0,14.853,14.853,DI1H26,14.853,2026-03-02,21401.0
14.714,2025-12-12,313990.0,14.69,14.69,DI1K26,14.69,2026-05-04,9125.0
